Outfall Structure,Outfall Location,Tide Gate #,Waterway Reach,Plant,Open date/time,Close date/time,Gate Open Period
TG-I32,TG-I32,,SB Chicago R,,2015-06-15 12:53:00,2015-06-15 13:05:00,0 days 00:12:00.000000000
TG-I32,TG-I32,,SB Chicago R,,2015-06-15 17:10:00,2015-06-15 22:56:00,0 days 05:46:00.000000000
DS-M30,DS-M30,,SF SB Chicago R,,2015-06-15 17:11:00,2015-06-15 21:17:00,0 days 04:06:00.000000000
TG-M22,TG-M22,,CSSC Upper (SWRP),,2015-06-15 22:19:00,2015-06-15 22:25:00,0 days 00:06:00.000000000
"DS-D37,38","DS-D37,38",,Salt Cr,,2015-06-15 18:29:00,2015-06-16 00:00:00,0 days 05:31:00.000000000
WCPS (DS-D34-AI),WCPS (DS-D34-AI),,Addison Cr,,2015-06-15 13:00:00,2015-06-16 00:00:00,0 days 11:00:00.000000000
"RAPS (DS-M27, DS-M28, DS-M29)","RAPS (DS-M27, DS-M28, DS-M29)",,SF SB Chicago R,,2015-06-15 00:00:00,2015-06-15 03:30:00,0 days 03:30:00.000000000
"RAPS (DS-M27, DS-M28, DS-M29)","RAPS (DS-M27, DS-M28, DS-M29)",,SF SB Chicago R,,2015-06-15 11:30:00,2015-06-15 23:59:00,0 days 12:29:00.000000000
TG-I28 & I29,TG-I28 & I29,,SB Chicago R,,2015-06-15 12:54:00,2015-06-15 14:33:00,0 days 01:39:00.000000000
TG-I28 & I29,TG-I28 & I29,,SB Chicago R,,2015-06-15 17:09:00,2015-06-15 22:59:00,0 days 05:50:00.000000000
TG-I28 & I29,TG-I28 & I29,,SB Chicago R,,2015-06-15 23:02:00,2015-06-15 23:05:00,0 days 00:03:00.000000000
TG-M16,TG-M16,,CSSC Upper (SWRP),,2015-06-15 12:50:00,2015-06-16 00:00:00,0 days 11:10:00.000000000
DS-M20,DS-M20,,CSSC Upper (SWRP),,2015-06-15 12:52:00,2015-06-15 14:48:00,0 days 01:56:00.000000000
DS-M20,DS-M20,,CSSC Upper (SWRP),,2015-06-15 17:10:00,2015-06-15 23:14:00,0 days 06:04:00.000000000
DS-M25,DS-M25,,SB Chicago R,,2015-06-15 12:49:00,2015-06-15 14:47:00,0 days 01:58:00.000000000
DS-M25,DS-M25,,SB Chicago R,,2015-06-15 17:08:00,2015-06-15 23:09:00,0 days 06:01:00.000000000
DS-M19,DS-M19,,CSSC Upper (SWRP),,2015-06-15 17:13:00,2015-06-15 22:45:00,0 days 05:32:00.000000000
DS-M19,DS-M19,,CSSC Upper (SWRP),,2015-06-15 22:52:00,2015-06-15 22:55:00,0 days 00:03:00.000000000
DS-M15,DS-M15,,CSSC Upper (SWRP),,2015-06-15 12:49:00,2015-06-15 15:58:00,0 days 03:09:00.000000000
DS-M15,DS-M15,,CSSC Upper (SWRP),,2015-06-15 16:57:00,2015-06-16 00:00:00,0 days 07:03:00.000000000
DS-D07,DS-D07,,DesPlaines Upper,,2015-06-15 17:09:00,2015-06-16 00:00:00,0 days 06:51:00.000000000
DS-D07,DS-D07,,DesPlaines Upper,,2015-06-15 17:09:00,2015-06-16 00:00:00,0 days 06:51:00.000000000
DS-D07,DS-D07,,DesPlaines Upper,,2015-06-15 17:09:00,2015-06-16 00:00:00,0 days 06:51:00.000000000
DS-D06,DS-D06,,DesPlaines Upper,,2015-06-15 18:15:00,2015-06-16 00:00:00,0 days 05:45:00.000000000
DS-D09,DS-D09,,DesPlaines Middle,,2015-06-15 17:01:00,2015-06-16 00:00:00,0 days 06:59:00.000000000
DS-D09,DS-D09,,DesPlaines Middle,,2015-06-15 17:01:00,2015-06-16 00:00:00,0 days 06:59:00.000000000
DS-M10,DS-M10,,CSSC Lower (SWRP),,2015-06-15 17:31:00,2015-06-16 00:00:00,0 days 06:29:00.000000000
DS-M10,DS-M10,,CSSC Lower (SWRP),,2015-06-15 17:32:00,2015-06-16 00:00:00,0 days 06:28:00.000000000
DS-M10,DS-M10,,CSSC Lower (SWRP),,2015-06-15 17:31:00,2015-06-16 00:00:00,0 days 06:29:00.000000000
DS-M11,DS-M11,,CSSC Lower (SWRP),,2015-06-15 15:07:00,2015-06-16 00:00:00,0 days 08:53:00.000000000
TG-I12,TG-I12,,CSSC Upper (SWRP),,2015-06-15 12:47:00,2015-06-15 14:58:00,0 days 02:11:00.000000000
TG-I12,TG-I12,,CSSC Upper (SWRP),,2015-06-15 17:05:00,2015-06-16 00:00:00,0 days 06:55:00.000000000
DS-D10,DS-D10,,DesPlaines Middle,,2015-06-15 17:58:00,2015-06-16 00:00:00,0 days 06:02:00.000000000
DS-M03,DS-M03,,CSSC Lower (SWRP),,2015-06-15 17:04:00,2015-06-16 00:00:00,0 days 06:56:00.000000000
DS-D15,DS-D15,,DesPlaines Middle,,2015-06-15 16:54:00,2015-06-16 00:00:00,0 days 07:06:00.000000000
DS-D13,DS-D13,,DesPlaines Middle,,2015-06-15 16:59:00,2015-06-16 00:00:00,0 days 07:01:00.000000000
DS-M09,DS-M09,,CSSC Lower (SWRP),,2015-06-15 16:53:00,2015-06-16 00:00:00,0 days 07:07:00.000000000
DS-D27I,DS-D27I,,DesPlaines Middle,,2015-06-15 17:10:00,2015-06-16 00:00:00,0 days 06:50:00.000000000
DS-M70,DS-M70,,NBCR Lower (NSC Confluence),,2015-06-15 17:20:00,2015-06-15 23:05:00,0 days 05:45:00.000000000
DS-D28,DS-D28,,DesPlaines Middle,,2015-06-15 17:31:00,2015-06-16 00:00:00,0 days 06:29:00.000000000
DS-M73,DS-M73,,NBCR Lower (NSC Confluence),,2015-06-15 12:52:00,2015-06-15 14:06:00,0 days 01:14:00.000000000
DS-M73,DS-M73,,NBCR Lower (NSC Confluence),,2015-06-15 17:08:00,2015-06-16 00:00:00,0 days 06:52:00.000000000
DS-D31,DS-D31,,DesPlaines Middle,,2015-06-15 17:50:00,2015-06-16 00:00:00,0 days 06:10:00.000000000
TGNASH,TGNASH,,CSSC Upper (SWRP),,2015-06-15 12:56:00,2015-06-15 13:02:00,0 days 00:06:00.000000000
TGNASH,TGNASH,,CSSC Upper (SWRP),,2015-06-15 13:07:00,2015-06-15 13:17:00,0 days 00:10:00.000000000
"DS-D39,42,46","DS-D39,42,46",,Salt Cr,,2015-06-15 17:36:00,2015-06-16 00:00:00,0 days 06:24:00.000000000
DS-M66,DS-M66,,NBCR Lower (NSC Confluence),,2015-06-15 17:11:00,2015-06-16 00:00:00,0 days 06:49:00.000000000
DS-M66,DS-M66,,NBCR Lower (NSC Confluence),,2015-06-15 17:11:00,2015-06-16 00:00:00,0 days 06:49:00.000000000
DS-N13R,DS-N13R,,NBCR Upper (NSC Confluence),,2015-06-15 09:09:00,2015-06-15 09:19:00,0 days 00:10:00.000000000
"DS-D22,24,25","DS-D22,24,25",,DesPlaines Middle,,2015-06-15 17:10:00,2015-06-16 00:00:00,0 days 06:50:00.000000000
"DS-D37,38","DS-D37,38",,Salt Cr,,2015-06-15 18:29:00,2015-06-16 00:00:00,0 days 05:31:00.000000000
WCPS (DS-D34-AI),WCPS (DS-D34-AI),,Addison Cr,,2015-06-15 13:00:00,2015-06-16 00:00:00,0 days 11:00:00.000000000
DS-N09,DS-N09,,NBCR Upper (NSC Confluence),,2015-06-15 17:00:00,2015-06-15 17:31:00,0 days 00:31:00.000000000
DS-N02,DS-N02,,NBCR Upper (NSC Confluence),,2015-06-15 17:05:00,2015-06-15 22:49:00,0 days 05:44:00.000000000
DS-N06,DS-N06,,NBCR Upper (NSC Confluence),,2015-06-15 17:06:00,2015-06-15 17:28:00,0 days 00:22:00.000000000
DS-N06,DS-N06,,NBCR Upper (NSC Confluence),,2015-06-15 18:19:00,2015-06-15 18:23:00,0 days 00:04:00.000000000
DS-N05,DS-N05,,NBCR Upper (NSC Confluence),,2015-06-15 17:03:00,2015-06-15 20:13:00,0 days 03:10:00.000000000
TG-M16,TG-M16,,CSSC Upper (SWRP),,2015-06-15 12:50:00,2015-06-16 00:00:00,0 days 11:10:00.000000000
DS-N17,DS-N17,,NBCR Upper (NSC Confluence),,2015-06-15 09:08:00,2015-06-15 09:24:00,0 days 00:16:00.000000000
DS-M15,DS-M15,,CSSC Upper (SWRP),,2015-06-15 16:57:00,2015-06-16 00:00:00,0 days 07:03:00.000000000
DS-M97,DS-M97,,NSC Lower (NSWRP),,2015-06-15 17:25:00,2015-06-15 17:46:00,0 days 00:21:00.000000000
DS-M97,DS-M97,,NSC Lower (NSWRP),,2015-06-15 18:16:00,2015-06-15 18:53:00,0 days 00:37:00.000000000
DS-D07,DS-D07,,DesPlaines Upper,,2015-06-15 17:09:00,2015-06-16 00:00:00,0 days 06:51:00.000000000
DS-D07,DS-D07,,DesPlaines Upper,,2015-06-15 17:09:00,2015-06-16 00:00:00,0 days 06:51:00.000000000
DS-D07,DS-D07,,DesPlaines Upper,,2015-06-15 17:09:00,2015-06-16 00:00:00,0 days 06:51:00.000000000
DS-D06,DS-D06,,DesPlaines Upper,,2015-06-15 18:15:00,2015-06-16 00:00:00,0 days 05:45:00.000000000
DS-D09,DS-D09,,DesPlaines Middle,,2015-06-15 17:01:00,2015-06-16 00:00:00,0 days 06:59:00.000000000
DS-D09,DS-D09,,DesPlaines Middle,,2015-06-15 17:01:00,2015-06-16 00:00:00,0 days 06:59:00.000000000
DS-D08,DS-D08,,DesPlaines Middle,,2015-06-15 17:06:00,2015-06-15 17:56:00,0 days 00:50:00.000000000
DS-M10,DS-M10,,CSSC Lower (SWRP),,2015-06-15 17:31:00,2015-06-16 00:00:00,0 days 06:29:00.000000000
DS-M10,DS-M10,,CSSC Lower (SWRP),,2015-06-15 17:32:00,2015-06-16 00:00:00,0 days 06:28:00.000000000
DS-M10,DS-M10,,CSSC Lower (SWRP),,2015-06-15 17:31:00,2015-06-16 00:00:00,0 days 06:29:00.000000000
DS-M11,DS-M11,,CSSC Lower (SWRP),,2015-06-15 15:07:00,2015-06-16 00:00:00,0 days 08:53:00.000000000
DS-M80,DS-M80,,NBCR Lower (NSC Confluence),,2015-06-15 09:27:00,2015-06-15 09:40:00,0 days 00:13:00.000000000
DS-M80,DS-M80,,NBCR Lower (NSC Confluence),,2015-06-15 12:56:00,2015-06-15 13:46:00,0 days 00:50:00.000000000
DS-M80,DS-M80,,NBCR Lower (NSC Confluence),,2015-06-15 17:10:00,2015-06-15 21:24:00,0 days 04:14:00.000000000
DS-M80,DS-M80,,NBCR Lower (NSC Confluence),,2015-06-15 21:38:00,2015-06-15 21:55:00,0 days 00:17:00.000000000
DS-M80,DS-M80,,NBCR Lower (NSC Confluence),,2015-06-15 22:18:00,2015-06-15 22:36:00,0 days 00:18:00.000000000
TG-I12,TG-I12,,CSSC Upper (SWRP),,2015-06-15 17:05:00,2015-06-16 00:00:00,0 days 06:55:00.000000000
DS-D10,DS-D10,,DesPlaines Middle,,2015-06-15 17:58:00,2015-06-16 00:00:00,0 days 06:02:00.000000000
DS-M03,DS-M03,,CSSC Lower (SWRP),,2015-06-15 17:04:00,2015-06-16 00:00:00,0 days 06:56:00.000000000
DS-D15,DS-D15,,DesPlaines Middle,,2015-06-15 16:54:00,2015-06-16 00:00:00,0 days 07:06:00.000000000
DS-M86,DS-M86,,NBCR Lower (NSC Confluence),,2015-06-15 17:19:00,2015-06-15 20:45:00,0 days 03:26:00.000000000
DS-D13,DS-D13,,DesPlaines Middle,,2015-06-15 16:59:00,2015-06-16 00:00:00,0 days 07:01:00.000000000
DS-M09,DS-M09,,CSSC Lower (SWRP),,2015-06-15 16:53:00,2015-06-16 00:00:00,0 days 07:07:00.000000000
DS-M82,DS-M82,,NBCR Lower (NSC Confluence),,2015-06-15 12:46:00,2015-06-15 13:55:00,0 days 01:09:00.000000000
DS-M82,DS-M82,,NBCR Lower (NSC Confluence),,2015-06-15 17:00:00,2015-06-15 22:45:00,0 days 05:45:00.000000000
DS-M82,DS-M82,,NBCR Lower (NSC Confluence),,2015-06-15 22:48:00,2015-06-15 22:50:00,0 days 00:02:00.000000000
DS-D27I,DS-D27I,,DesPlaines Middle,,2015-06-15 17:10:00,2015-06-16 00:00:00,0 days 06:50:00.000000000
DS-D28,DS-D28,,DesPlaines Middle,,2015-06-15 17:31:00,2015-06-16 00:00:00,0 days 06:29:00.000000000
DS-M73,DS-M73,,NBCR Lower (NSC Confluence),,2015-06-15 17:08:00,2015-06-16 00:00:00,0 days 06:52:00.000000000
DS-M79,DS-M79,,NBCR Lower (NSC Confluence),,2015-06-15 17:10:00,2015-06-16 00:00:00,0 days 06:50:00.000000000
DS-M79,DS-M79,,NBCR Lower (NSC Confluence),,2015-06-15 17:12:00,2015-06-16 00:00:00,0 days 06:48:00.000000000
DS-D31,DS-D31,,DesPlaines Middle,,2015-06-15 17:50:00,2015-06-16 00:00:00,0 days 06:10:00.000000000
"DS-D39,42,46","DS-D39,42,46",,Salt Cr,,2015-06-15 17:36:00,2015-06-16 00:00:00,0 days 06:24:00.000000000
DS-M66,DS-M66,,NBCR Lower (NSC Confluence),,2015-06-15 17:11:00,2015-06-16 00:00:00,0 days 06:49:00.000000000
DS-M66,DS-M66,,NBCR Lower (NSC Confluence),,2015-06-15 17:11:00,2015-06-16 00:00:00,0 days 06:49:00.000000000
DS-D41,DS-D41,,DesPlaines Lower,,2015-06-15 17:35:00,2015-06-16 00:00:00,0 days 06:25:00.000000000
"DS-D22,24,25","DS-D22,24,25",,DesPlaines Middle,,2015-06-15 17:10:00,2015-06-16 00:00:00,0 days 06:50:00.000000000
"DS-D37,38","DS-D37,38",,Salt Cr,,2015-06-15 18:29:00,2015-06-16 00:00:00,0 days 05:31:00.000000000
WCPS (DS-D34-AI),WCPS (DS-D34-AI),,Addison Cr,,2015-06-15 13:00:00,2015-06-16 00:00:00,0 days 11:00:00.000000000
TG-M16,TG-M16,,CSSC Upper (SWRP),,2015-06-15 12:50:00,2015-06-16 00:00:00,0 days 11:10:00.000000000
DS-M15,DS-M15,,CSSC Upper (SWRP),,2015-06-15 16:57:00,2015-06-16 00:00:00,0 days 07:03:00.000000000
DS-D07,DS-D07,,DesPlaines Upper,,2015-06-15 17:09:00,2015-06-16 00:00:00,0 days 06:51:00.000000000
DS-D07,DS-D07,,DesPlaines Upper,,2015-06-15 17:09:00,2015-06-16 00:00:00,0 days 06:51:00.000000000
DS-D07,DS-D07,,DesPlaines Upper,,2015-06-15 17:09:00,2015-06-16 00:00:00,0 days 06:51:00.000000000
DS-D06,DS-D06,,DesPlaines Upper,,2015-06-15 18:15:00,2015-06-16 00:00:00,0 days 05:45:00.000000000
DS-D09,DS-D09,,DesPlaines Middle,,2015-06-15 17:01:00,2015-06-16 00:00:00,0 days 06:59:00.000000000
DS-D09,DS-D09,,DesPlaines Middle,,2015-06-15 17:01:00,2015-06-16 00:00:00,0 days 06:59:00.000000000
DS-M10,DS-M10,,CSSC Lower (SWRP),,2015-06-15 17:31:00,2015-06-16 00:00:00,0 days 06:29:00.000000000
DS-M10,DS-M10,,CSSC Lower (SWRP),,2015-06-15 17:32:00,2015-06-16 00:00:00,0 days 06:28:00.000000000
DS-M10,DS-M10,,CSSC Lower (SWRP),,2015-06-15 17:31:00,2015-06-16 00:00:00,0 days 06:29:00.000000000
DS-M11,DS-M11,,CSSC Lower (SWRP),,2015-06-15 15:07:00,2015-06-16 00:00:00,0 days 08:53:00.000000000
TG-I12,TG-I12,,CSSC Upper (SWRP),,2015-06-15 17:05:00,2015-06-16 00:00:00,0 days 06:55:00.000000000
DS-D10,DS-D10,,DesPlaines Middle,,2015-06-15 17:58:00,2015-06-16 00:00:00,0 days 06:02:00.000000000
DS-M03,DS-M03,,CSSC Lower (SWRP),,2015-06-15 17:04:00,2015-06-16 00:00:00,0 days 06:56:00.000000000
DS-D15,DS-D15,,DesPlaines Middle,,2015-06-15 16:54:00,2015-06-16 00:00:00,0 days 07:06:00.000000000
DS-D13,DS-D13,,DesPlaines Middle,,2015-06-15 16:59:00,2015-06-16 00:00:00,0 days 07:01:00.000000000
DS-M09,DS-M09,,CSSC Lower (SWRP),,2015-06-15 16:53:00,2015-06-16 00:00:00,0 days 07:07:00.000000000
DS-D27I,DS-D27I,,DesPlaines Middle,,2015-06-15 17:10:00,2015-06-16 00:00:00,0 days 06:50:00.000000000
DS-D28,DS-D28,,DesPlaines Middle,,2015-06-15 17:31:00,2015-06-16 00:00:00,0 days 06:29:00.000000000
DS-M73,DS-M73,,NBCR Lower (NSC Confluence),,2015-06-15 17:08:00,2015-06-16 00:00:00,0 days 06:52:00.000000000
DS-M79,DS-M79,,NBCR Lower (NSC Confluence),,2015-06-15 17:10:00,2015-06-16 00:00:00,0 days 06:50:00.000000000
DS-M79,DS-M79,,NBCR Lower (NSC Confluence),,2015-06-15 17:12:00,2015-06-16 00:00:00,0 days 06:48:00.000000000
DS-D31,DS-D31,,DesPlaines Middle,,2015-06-15 17:50:00,2015-06-16 00:00:00,0 days 06:10:00.000000000
"DS-D39,42,46","DS-D39,42,46",,Salt Cr,,2015-06-15 17:36:00,2015-06-16 00:00:00,0 days 06:24:00.000000000
DS-M66,DS-M66,,NBCR Lower (NSC Confluence),,2015-06-15 17:11:00,2015-06-16 00:00:00,0 days 06:49:00.000000000
DS-M66,DS-M66,,NBCR Lower (NSC Confluence),,2015-06-15 17:11:00,2015-06-16 00:00:00,0 days 06:49:00.000000000
DS-D41,DS-D41,,DesPlaines Lower,,2015-06-15 17:35:00,2015-06-16 00:00:00,0 days 06:25:00.000000000
"DS-D22,24,25","DS-D22,24,25",,DesPlaines Middle,,2015-06-15 17:10:00,2015-06-16 00:00:00,0 days 06:50:00.000000000
"DS-D37,38","DS-D37,38",,Salt Cr,,2015-06-15 18:29:00,2015-06-16 00:00:00,0 days 05:31:00.000000000
WCPS (DS-D34-AI),WCPS (DS-D34-AI),,Addison Cr,,2015-06-15 13:00:00,2015-06-16 00:00:00,0 days 11:00:00.000000000
TG-M16,TG-M16,,CSSC Upper (SWRP),,2015-06-15 12:50:00,2015-06-16 00:00:00,0 days 11:10:00.000000000
DS-M15,DS-M15,,CSSC Upper (SWRP),,2015-06-15 16:57:00,2015-06-16 00:00:00,0 days 07:03:00.000000000
DS-D07,DS-D07,,DesPlaines Upper,,2015-06-15 17:09:00,2015-06-16 00:00:00,0 days 06:51:00.000000000
DS-D07,DS-D07,,DesPlaines Upper,,2015-06-15 17:09:00,2015-06-16 00:00:00,0 days 06:51:00.000000000
DS-D07,DS-D07,,DesPlaines Upper,,2015-06-15 17:09:00,2015-06-16 00:00:00,0 days 06:51:00.000000000
DS-D06,DS-D06,,DesPlaines Upper,,2015-06-15 18:15:00,2015-06-16 00:00:00,0 days 05:45:00.000000000
DS-D09,DS-D09,,DesPlaines Middle,,2015-06-15 17:01:00,2015-06-16 00:00:00,0 days 06:59:00.000000000
DS-D09,DS-D09,,DesPlaines Middle,,2015-06-15 17:01:00,2015-06-16 00:00:00,0 days 06:59:00.000000000
DS-M10,DS-M10,,CSSC Lower (SWRP),,2015-06-15 17:31:00,2015-06-16 00:00:00,0 days 06:29:00.000000000
DS-M10,DS-M10,,CSSC Lower (SWRP),,2015-06-15 17:32:00,2015-06-16 00:00:00,0 days 06:28:00.000000000
DS-M10,DS-M10,,CSSC Lower (SWRP),,2015-06-15 17:31:00,2015-06-16 00:00:00,0 days 06:29:00.000000000
DS-M11,DS-M11,,CSSC Lower (SWRP),,2015-06-15 15:07:00,2015-06-16 00:00:00,0 days 08:53:00.000000000
TG-I12,TG-I12,,CSSC Upper (SWRP),,2015-06-15 17:05:00,2015-06-16 00:00:00,0 days 06:55:00.000000000
DS-D10,DS-D10,,DesPlaines Middle,,2015-06-15 17:58:00,2015-06-16 00:00:00,0 days 06:02:00.000000000
DS-M03,DS-M03,,CSSC Lower (SWRP),,2015-06-15 17:04:00,2015-06-16 00:00:00,0 days 06:56:00.000000000
DS-D15,DS-D15,,DesPlaines Middle,,2015-06-15 16:54:00,2015-06-16 00:00:00,0 days 07:06:00.000000000
DS-D13,DS-D13,,DesPlaines Middle,,2015-06-15 16:59:00,2015-06-16 00:00:00,0 days 07:01:00.000000000
DS-M09,DS-M09,,CSSC Lower (SWRP),,2015-06-15 16:53:00,2015-06-16 00:00:00,0 days 07:07:00.000000000
DS-D27I,DS-D27I,,DesPlaines Middle,,2015-06-15 17:10:00,2015-06-16 00:00:00,0 days 06:50:00.000000000
DS-D28,DS-D28,,DesPlaines Middle,,2015-06-15 17:31:00,2015-06-16 00:00:00,0 days 06:29:00.000000000
DS-M73,DS-M73,,NBCR Lower (NSC Confluence),,2015-06-15 17:08:00,2015-06-16 00:00:00,0 days 06:52:00.000000000
DS-M79,DS-M79,,NBCR Lower (NSC Confluence),,2015-06-15 17:10:00,2015-06-16 00:00:00,0 days 06:50:00.000000000
DS-M79,DS-M79,,NBCR Lower (NSC Confluence),,2015-06-15 17:12:00,2015-06-16 00:00:00,0 days 06:48:00.000000000
DS-D31,DS-D31,,DesPlaines Middle,,2015-06-15 17:50:00,2015-06-16 00:00:00,0 days 06:10:00.000000000
"DS-D39,42,46","DS-D39,42,46",,Salt Cr,,2015-06-15 17:36:00,2015-06-16 00:00:00,0 days 06:24:00.000000000
DS-M66,DS-M66,,NBCR Lower (NSC Confluence),,2015-06-15 17:11:00,2015-06-16 00:00:00,0 days 06:49:00.000000000
DS-M66,DS-M66,,NBCR Lower (NSC Confluence),,2015-06-15 17:11:00,2015-06-16 00:00:00,0 days 06:49:00.000000000
DS-D41,DS-D41,,DesPlaines Lower,,2015-06-15 17:35:00,2015-06-16 00:00:00,0 days 06:25:00.000000000
"DS-D22,24,25","DS-D22,24,25",,DesPlaines Middle,,2015-06-15 17:10:00,2015-06-16 00:00:00,0 days 06:50:00.000000000
"DS-D37,38","DS-D37,38",,Salt Cr,,2015-06-15 18:29:00,2015-06-16 00:00:00,0 days 05:31:00.000000000
WCPS (DS-D34-AI),WCPS (DS-D34-AI),,Addison Cr,,2015-06-15 13:00:00,2015-06-16 00:00:00,0 days 11:00:00.000000000
TG-M16,TG-M16,,CSSC Upper (SWRP),,2015-06-15 12:50:00,2015-06-16 00:00:00,0 days 11:10:00.000000000
DS-M15,DS-M15,,CSSC Upper (SWRP),,2015-06-15 16:57:00,2015-06-16 00:00:00,0 days 07:03:00.000000000
DS-D07,DS-D07,,DesPlaines Upper,,2015-06-15 17:09:00,2015-06-16 00:00:00,0 days 06:51:00.000000000
DS-D07,DS-D07,,DesPlaines Upper,,2015-06-15 17:09:00,2015-06-16 00:00:00,0 days 06:51:00.000000000
DS-D07,DS-D07,,DesPlaines Upper,,2015-06-15 17:09:00,2015-06-16 00:00:00,0 days 06:51:00.000000000
DS-D06,DS-D06,,DesPlaines Upper,,2015-06-15 18:15:00,2015-06-16 00:00:00,0 days 05:45:00.000000000
DS-D09,DS-D09,,DesPlaines Middle,,2015-06-15 17:01:00,2015-06-16 00:00:00,0 days 06:59:00.000000000
DS-D09,DS-D09,,DesPlaines Middle,,2015-06-15 17:01:00,2015-06-16 00:00:00,0 days 06:59:00.000000000
DS-M10,DS-M10,,CSSC Lower (SWRP),,2015-06-15 17:31:00,2015-06-16 00:00:00,0 days 06:29:00.000000000
DS-M10,DS-M10,,CSSC Lower (SWRP),,2015-06-15 17:32:00,2015-06-16 00:00:00,0 days 06:28:00.000000000
DS-M10,DS-M10,,CSSC Lower (SWRP),,2015-06-15 17:31:00,2015-06-16 00:00:00,0 days 06:29:00.000000000
DS-M11,DS-M11,,CSSC Lower (SWRP),,2015-06-15 15:07:00,2015-06-16 00:00:00,0 days 08:53:00.000000000
TG-I12,TG-I12,,CSSC Upper (SWRP),,2015-06-15 17:05:00,2015-06-16 00:00:00,0 days 06:55:00.000000000
DS-D10,DS-D10,,DesPlaines Middle,,2015-06-15 17:58:00,2015-06-16 00:00:00,0 days 06:02:00.000000000
DS-M03,DS-M03,,CSSC Lower (SWRP),,2015-06-15 17:04:00,2015-06-16 00:00:00,0 days 06:56:00.000000000
DS-D15,DS-D15,,DesPlaines Middle,,2015-06-15 16:54:00,2015-06-16 00:00:00,0 days 07:06:00.000000000
DS-D13,DS-D13,,DesPlaines Middle,,2015-06-15 16:59:00,2015-06-16 00:00:00,0 days 07:01:00.000000000
DS-M09,DS-M09,,CSSC Lower (SWRP),,2015-06-15 16:53:00,2015-06-16 00:00:00,0 days 07:07:00.000000000
DS-D27I,DS-D27I,,DesPlaines Middle,,2015-06-15 17:10:00,2015-06-16 00:00:00,0 days 06:50:00.000000000
DS-D28,DS-D28,,DesPlaines Middle,,2015-06-15 17:31:00,2015-06-16 00:00:00,0 days 06:29:00.000000000
DS-M73,DS-M73,,NBCR Lower (NSC Confluence),,2015-06-15 17:08:00,2015-06-16 00:00:00,0 days 06:52:00.000000000
DS-M79,DS-M79,,NBCR Lower (NSC Confluence),,2015-06-15 17:10:00,2015-06-16 00:00:00,0 days 06:50:00.000000000
DS-M79,DS-M79,,NBCR Lower (NSC Confluence),,2015-06-15 17:12:00,2015-06-16 00:00:00,0 days 06:48:00.000000000
DS-D31,DS-D31,,DesPlaines Middle,,2015-06-15 17:50:00,2015-06-16 00:00:00,0 days 06:10:00.000000000
"DS-D39,42,46","DS-D39,42,46",,Salt Cr,,2015-06-15 17:36:00,2015-06-16 00:00:00,0 days 06:24:00.000000000
DS-M66,DS-M66,,NBCR Lower (NSC Confluence),,2015-06-15 17:11:00,2015-06-16 00:00:00,0 days 06:49:00.000000000
DS-M66,DS-M66,,NBCR Lower (NSC Confluence),,2015-06-15 17:11:00,2015-06-16 00:00:00,0 days 06:49:00.000000000
DS-D48,DS-D48,,DesPlaines Lower,,2015-06-15 17:37:00,2015-06-16 00:00:00,0 days 06:23:00.000000000
DS-D41,DS-D41,,DesPlaines Lower,,2015-06-15 17:35:00,2015-06-16 00:00:00,0 days 06:25:00.000000000
DS-D43,DS-D43,,DesPlaines Lower,,2015-06-15 17:29:00,2015-06-16 00:00:00,0 days 06:31:00.000000000
DS-M104E,DS-M104E,,NSC Upper (NSWRP),,2015-06-15 17:21:00,2015-06-15 18:06:00,0 days 00:45:00.000000000
DS-M104E,DS-M104E,,NSC Upper (NSWRP),,2015-06-15 18:09:00,2015-06-15 18:44:00,0 days 00:35:00.000000000
"DS-D22,24,25","DS-D22,24,25",,DesPlaines Middle,,2015-06-15 17:10:00,2015-06-16 00:00:00,0 days 06:50:00.000000000
DS-M109 N,DS-M109 N,,NSC Upper (NSWRP),,2015-06-15 17:15:00,2015-06-15 22:52:00,0 days 05:37:00.000000000
"DS-D37,38","DS-D37,38",,Salt Cr,,2015-06-15 18:29:00,2015-06-16 00:00:00,0 days 05:31:00.000000000
WCPS (DS-D34-AI),WCPS (DS-D34-AI),,Addison Cr,,2015-06-15 13:00:00,2015-06-16 00:00:00,0 days 11:00:00.000000000
DS-N08,DS-N08,,NBCR Upper (NSC Confluence),,2015-06-15 17:01:00,2015-06-15 21:47:00,0 days 04:46:00.000000000
"DS-D47,50,51","DS-D47,50,51",,Salt Cr,,2015-06-15 17:00:00,2015-06-16 00:00:00,0 days 07:00:00.000000000
TG-M16,TG-M16,,CSSC Upper (SWRP),,2015-06-15 12:50:00,2015-06-16 00:00:00,0 days 11:10:00.000000000
DS-M15,DS-M15,,CSSC Upper (SWRP),,2015-06-15 16:57:00,2015-06-16 00:00:00,0 days 07:03:00.000000000
DS-D07,DS-D07,,DesPlaines Upper,,2015-06-15 17:09:00,2015-06-16 00:00:00,0 days 06:51:00.000000000
DS-D07,DS-D07,,DesPlaines Upper,,2015-06-15 17:09:00,2015-06-16 00:00:00,0 days 06:51:00.000000000
DS-D07,DS-D07,,DesPlaines Upper,,2015-06-15 17:09:00,2015-06-16 00:00:00,0 days 06:51:00.000000000
